"id","algorithm_name","algorithm_step","plant_id","schedule_start_date","created_at","sod_id","asset_id","production_hours","scheduled_production_quantity","prod_start_datetime","prod_end_datetime","changeover_group","fulfilled_quantity","schedule_status","quantity_status","reason_code","demand_id","changeover_type","row_type","material_id","order_id","order_line_item","order_status","demand_type","due_date","original_quantity","adjusted_quantity","quantity_fulfilled_by_inventory","production_quantity","cm","demand_status","quantity","starting_available_inventory","ending_available_inventory","safety_stock","material_name","product_grade","plant_name","asset_hours","inventory_quantity_total"
"167","SINGLE_STAGE","optimized_for_changeovers","2","2024-10-21 00:00:00","2024-10-21 02:44:40.722964+00","3829","74","0","0","2024-10-23 15:01:13.399486","2024-10-23 17:01:13.399486",NULL,"0","ON_TIME","FULL",NULL,"11186",NULL,"PRODUCTION","43","91407462","40","OPEN","CUSTOMER_ORDERS","2024-11-06 00:00:00",NULL,NULL,"1","0","4067","FULFILLED_BY_INVENTORY","1","5.255999999999999","4.255999999999999","0","GASIL HP870 (15 KG X 14 BAGS)","Gasil HP870","JOLIET SPEC",20,"7.35"
"167","SINGLE_STAGE","optimized_for_changeovers","2","2024-10-21 00:00:00","2024-10-21 02:44:40.722964+00","3830","74","0.016666666666666666","0","2024-10-23 17:01:13.399486","2024-10-23 17:02:13.399486",NULL,NULL,NULL,NULL,NULL,NULL,"GROUP_CHANGEOVER","CHANGEOVER",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"JOLIET SPEC",20,NULL
"167","SINGLE_STAGE","optimized_for_changeovers","2","2024-10-21 00:00:00","2024-10-21 02:44:40.722964+00","3831","74","8.89230736866574","2.621790705630378","2024-10-23 17:02:13.399486","2024-10-24 01:55:45.706013",NULL,"2.621790705630378","ON_TIME","FULL",NULL,"11176",NULL,"PRODUCTION","30","91408016","10","OPEN","CUSTOMER_ORDERS","2024-11-15 00:00:00",NULL,NULL,"11.378209294369622","2.621790705630378","79044","PARTIALLY_FULFILLED_BY_INVENTORY","14","0","0","13.943790705630382","GASIL IJ24 (44 LB X 18 BAGS)","Gasil IJ24","JOLIET SPEC",20,"26.225"
"167","SINGLE_STAGE","optimized_for_changeovers","2","2024-10-21 00:00:00","2024-10-21 02:44:40.722964+00","3831","74","0","0","2024-10-23 17:02:13.399486","2024-10-24 01:55:45.706013",NULL,"0","ON_TIME","FULL",NULL,"11092",NULL,"PRODUCTION","30",NULL,NULL,"OPEN","UNCONSUMED_FORECAST","2024-11-08 00:00:00",NULL,NULL,"0.07399999999999984","0","0","FULFILLED_BY_INVENTORY","0.07399999999999984","11.526209294369622","11.452209294369622","13.943790705630382","GASIL IJ24 (44 LB X 18 BAGS)","Gasil IJ24","JOLIET SPEC",20,"26.225"
"167","SINGLE_STAGE","optimized_for_changeovers","2","2024-10-21 00:00:00","2024-10-21 02:44:40.722964+00","3831","74","0","0","2024-10-23 17:02:13.399486","2024-10-24 01:55:45.706013",NULL,"0","ON_TIME","FULL",NULL,"11093",NULL,"PRODUCTION","30",NULL,NULL,"OPEN","UNCONSUMED_FORECAST","2024-11-15 00:00:00",NULL,NULL,"0.07399999999999984","0","0","FULFILLED_BY_INVENTORY","0.07399999999999984","11.452209294369622","11.378209294369622","13.943790705630382","GASIL IJ24 (44 LB X 18 BAGS)","Gasil IJ24","JOLIET SPEC",20,"26.225"
"167","SINGLE_STAGE","optimized_for_changeovers","2","2024-10-21 00:00:00","2024-10-21 02:44:40.722964+00","3832","74","0.0015","0","2024-10-24 01:55:45.706013","2024-10-24 01:55:51.106013",NULL,NULL,NULL,NULL,NULL,NULL,"MATERIAL_CHANGEOVER","CHANGEOVER",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"JOLIET SPEC",20,NULL
"167","SINGLE_STAGE","optimized_for_changeovers","2","2024-10-21 00:00:00","2024-10-21 02:44:40.722964+00","3833","74","14.300731446153847","4.2164","2024-10-24 01:55:51.106013","2024-10-24 16:13:53.739219",NULL,"0.10820000000000007","ON_TIME","FULL",NULL,"11134",NULL,"PRODUCTION","103",NULL,NULL,"OPEN","UNCONSUMED_FORECAST","2024-11-08 00:00:00",NULL,NULL,"0","0.10820000000000007","0","NOT_FULFILLED_BY_INVENTORY","0.10820000000000007","0","0","3.9416386378656214","BRITESORB IJ24 (22 LB x 35 BAGS)","Gasil IJ24","JOLIET SPEC",20,"0.699"
"167","SINGLE_STAGE","optimized_for_changeovers","2","2024-10-21 00:00:00","2024-10-21 02:44:40.722964+00","3833","74","0","0","2024-10-24 01:55:51.106013","2024-10-24 16:13:53.739219",NULL,"3","ON_TIME","FULL",NULL,"11208",NULL,"PRODUCTION","103","91407789","10","OPEN","CUSTOMER_ORDERS","2024-11-10 00:00:00",NULL,NULL,"0","3","15674","NOT_FULFILLED_BY_INVENTORY","3","0","0","3.9416386378656214","BRITESORB IJ24 (22 LB x 35 BAGS)","Gasil IJ24","JOLIET SPEC",20,"0.699"
"167","SINGLE_STAGE","optimized_for_changeovers","2","2024-10-21 00:00:00","2024-10-21 02:44:40.722964+00","3833","74","0","0","2024-10-24 01:55:51.106013","2024-10-24 16:13:53.739219",NULL,"1","ON_TIME","FULL",NULL,"11209",NULL,"PRODUCTION","103","91407788","10","OPEN","CUSTOMER_ORDERS","2024-11-10 00:00:00",NULL,NULL,"0","1","4702","NOT_FULFILLED_BY_INVENTORY","1","0","0","3.9416386378656214","BRITESORB IJ24 (22 LB x 35 BAGS)","Gasil IJ24","JOLIET SPEC",20,"0.699"
"167","SINGLE_STAGE","optimized_for_changeovers","2","2024-10-21 00:00:00","2024-10-21 02:44:40.722964+00","3833","74","0","0","2024-10-24 01:55:51.106013","2024-10-24 16:13:53.739219",NULL,"0.10820000000000007","ON_TIME","FULL",NULL,"11135",NULL,"PRODUCTION","103",NULL,NULL,"OPEN","UNCONSUMED_FORECAST","2024-11-15 00:00:00",NULL,NULL,"0","0.10820000000000007","0","NOT_FULFILLED_BY_INVENTORY","0.10820000000000007","0","0","3.9416386378656214","BRITESORB IJ24 (22 LB x 35 BAGS)","Gasil IJ24","JOLIET SPEC",20,"0.699"
"167","SINGLE_STAGE","optimized_for_changeovers","2","2024-10-21 00:00:00","2024-10-21 02:44:40.722964+00","3834","74","0.025","0","2024-10-24 16:13:53.739219","2024-10-24 16:15:23.739219",NULL,NULL,NULL,NULL,NULL,NULL,"GRADE_CHANGEOVER","CHANGEOVER",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"JOLIET SPEC",20,NULL
"167","SINGLE_STAGE","optimized_for_changeovers","2","2024-10-21 00:00:00","2024-10-21 02:44:40.722964+00","3835","74","17.207219848714068","5.1592","2024-10-24 16:15:23.739219","2024-10-25 09:27:49.730674",NULL,"5","ON_TIME","FULL",NULL,"11183",NULL,"PRODUCTION","32","91407462","40","OPEN","CUSTOMER_ORDERS","2024-11-06 00:00:00",NULL,NULL,"0","5","38385","NOT_FULFILLED_BY_INVENTORY","5","0","0","18.650374468171687","GASIL IJ37 (44 LB X 18 BAGS)","Gasil IJ37","JOLIET SPEC",20,"30.516"
"167","SINGLE_STAGE","optimized_for_changeovers","2","2024-10-21 00:00:00","2024-10-21 02:44:40.722964+00","3835","74","0","0","2024-10-24 16:15:23.739219","2024-10-25 09:27:49.730674",NULL,"0.07959999999999993","ON_TIME","FULL",NULL,"11101",NULL,"PRODUCTION","32",NULL,NULL,"OPEN","UNCONSUMED_FORECAST","2024-11-08 00:00:00",NULL,NULL,"0","0.07959999999999993","0","NOT_FULFILLED_BY_INVENTORY","0.07959999999999993","0","0","18.650374468171687","GASIL IJ37 (44 LB X 18 BAGS)","Gasil IJ37","JOLIET SPEC",20,"30.516"
"167","SINGLE_STAGE","optimized_for_changeovers","2","2024-10-21 00:00:00","2024-10-21 02:44:40.722964+00","3835","74","0","0","2024-10-24 16:15:23.739219","2024-10-25 09:27:49.730674",NULL,"0.07959999999999993","ON_TIME","FULL",NULL,"11102",NULL,"PRODUCTION","32",NULL,NULL,"OPEN","UNCONSUMED_FORECAST","2024-11-15 00:00:00",NULL,NULL,"0","0.07959999999999993","0","NOT_FULFILLED_BY_INVENTORY","0.07959999999999993","0","0","18.650374468171687","GASIL IJ37 (44 LB X 18 BAGS)","Gasil IJ37","JOLIET SPEC",20,"30.516"
"167","SINGLE_STAGE","optimized_for_changeovers","2","2024-10-21 00:00:00","2024-10-21 02:44:40.722964+00","3836","74","0.0045000000000000005","0","2024-10-25 09:27:49.730674","2024-10-25 09:28:05.930674",NULL,NULL,NULL,NULL,NULL,NULL,"MATERIAL_CHANGEOVER","CHANGEOVER",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"JOLIET SPEC",20,NULL
"167","SINGLE_STAGE","optimized_for_changeovers","2","2024-10-21 00:00:00","2024-10-21 02:44:40.722964+00","3837","74","16.67624810892587","5","2024-10-25 09:28:05.930674","2024-10-26 02:08:40.423866",NULL,"5","ON_TIME","FULL",NULL,"11203",NULL,"PRODUCTION","50","91408143","10","OPEN","CUSTOMER_ORDERS","2024-11-15 00:00:00",NULL,NULL,"0","5","12352","NOT_FULFILLED_BY_INVENTORY","5","0","0","22.8706795472838","GASIL IJ37 (20 KG X 12 BAGS) - CHINA","Gasil IJ37","JOLIET SPEC",20,"14.16"
"167","SINGLE_STAGE","optimized_for_changeovers","2","2024-10-21 00:00:00","2024-10-21 02:44:40.722964+00","3838","74","0.05","0","2024-10-26 02:08:40.423866","2024-10-26 02:11:40.423866",NULL,NULL,NULL,NULL,NULL,NULL,"GROUP_CHANGEOVER","CHANGEOVER",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"JOLIET SPEC",20,NULL
"167","SINGLE_STAGE","optimized_for_changeovers","2","2024-10-21 00:00:00","2024-10-21 02:44:40.722964+00","3839","74","2.000000000110457","0.6350358342","2024-10-26 02:11:40.423866","2024-10-26 04:11:40.423866",NULL,"0","ON_TIME","FULL",NULL,"11120",NULL,"PRODUCTION","86",NULL,NULL,"OPEN","UNCONSUMED_FORECAST","2024-11-08 00:00:00",NULL,NULL,"0.08399999999999999","0","0","FULFILLED_BY_INVENTORY","0.08399999999999999","2.016","1.932","0","GASIL UV70C (15 KG X 14 BAGS)","Gasil UV70C","JOLIET SPEC",20,"2.1"
"167","SINGLE_STAGE","optimized_for_changeovers","2","2024-10-21 00:00:00","2024-10-21 02:44:40.722964+00","3839","74","0","0","2024-10-26 02:11:40.423866","2024-10-26 04:11:40.423866",NULL,"0","ON_TIME","FULL",NULL,"11121",NULL,"PRODUCTION","86",NULL,NULL,"OPEN","UNCONSUMED_FORECAST","2024-11-15 00:00:00",NULL,NULL,"0.08399999999999999","0","0","FULFILLED_BY_INVENTORY","0.08399999999999999","1.932","1.8479999999999999","0","GASIL UV70C (15 KG X 14 BAGS)","Gasil UV70C","JOLIET SPEC",20,"2.1"
"168","SINGLE_STAGE","optimized_for_changeovers","2","2024-10-21 00:00:00","2024-10-21 02:44:45.535027+00","3840","74","4","1.3608","2024-10-21 05:00:00","2024-10-21 09:00:00",NULL,"0","ON_TIME","FULL",NULL,"11113",NULL,"PRODUCTION","44",NULL,NULL,"OPEN","UNCONSUMED_FORECAST","2024-11-22 00:00:00",NULL,NULL,"0.0654","0","0","FULFILLED_BY_INVENTORY","0.0654","2.5798","2.5144","0","GASIL 23FJ (30 LB X 12 BAGS)","Gasil 23FJ","JOLIET SPEC",20,"2.776"
"168","SINGLE_STAGE","optimized_for_changeovers","2","2024-10-21 00:00:00","2024-10-21 02:44:45.535027+00","3840","74","0","0","2024-10-21 05:00:00","2024-10-21 09:00:00",NULL,"0","ON_TIME","FULL",NULL,"11114",NULL,"PRODUCTION","44",NULL,NULL,"OPEN","UNCONSUMED_FORECAST","2024-11-29 00:00:00",NULL,NULL,"0.0654","0","0","FULFILLED_BY_INVENTORY","0.0654","2.5144","2.4490000000000003","0","GASIL 23FJ (30 LB X 12 BAGS)","Gasil 23FJ","JOLIET SPEC",20,"2.776"
"168","SINGLE_STAGE","optimized_for_changeovers","2","2024-10-21 00:00:00","2024-10-21 02:44:45.535027+00","3841","74","0.1","0","2024-10-21 09:00:00","2024-10-21 09:06:00",NULL,NULL,NULL,NULL,NULL,NULL,"GROUP_CHANGEOVER","CHANGEOVER",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"JOLIET SPEC",20,NULL
"168","SINGLE_STAGE","optimized_for_changeovers","2","2024-10-21 00:00:00","2024-10-21 02:44:45.535027+00","3842","74","3.1258829595256508","0.611111111111111","2024-10-21 09:06:00","2024-10-21 12:13:33.178654",NULL,"0.079","ON_TIME","FULL",NULL,"11127",NULL,"PRODUCTION","97",NULL,NULL,"OPEN","UNCONSUMED_FORECAST","2024-11-22 00:00:00",NULL,NULL,"0","0.079","0","NOT_FULFILLED_BY_INVENTORY","0.079","0","0","8.770318400633172","GASIL GM2 (44 LB X 24 BAGS)","Gasil GM2","JOLIET SPEC",20,"11.714"
"168","SINGLE_STAGE","optimized_for_changeovers","2","2024-10-21 00:00:00","2024-10-21 02:44:45.535027+00","3842","74","0","0","2024-10-21 09:06:00","2024-10-21 12:13:33.178654",NULL,"0.079","ON_TIME","FULL",NULL,"11128",NULL,"PRODUCTION","97",NULL,NULL,"OPEN","UNCONSUMED_FORECAST","2024-11-29 00:00:00",NULL,NULL,"0","0.079","0","NOT_FULFILLED_BY_INVENTORY","0.079","0","0","8.770318400633172","GASIL GM2 (44 LB X 24 BAGS)","Gasil GM2","JOLIET SPEC",20,"11.714"
"168","SINGLE_STAGE","optimized_for_changeovers","2","2024-10-21 00:00:00","2024-10-21 02:44:45.535027+00","3843","74","0.016666666666666666","0","2024-10-21 12:13:33.178654","2024-10-21 12:14:33.178654",NULL,NULL,NULL,NULL,NULL,NULL,"GROUP_CHANGEOVER","CHANGEOVER",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"JOLIET SPEC",20,NULL
"168","SINGLE_STAGE","optimized_for_changeovers","2","2024-10-21 00:00:00","2024-10-21 02:44:45.535027+00","3844","74","3.4605666825623906","1.0972222222222223","2024-10-21 12:14:33.178654","2024-10-21 15:42:11.218711",NULL,"0.09799999999999968","ON_TIME","FULL",NULL,"11045",NULL,"PRODUCTION","11",NULL,NULL,"OPEN","UNCONSUMED_FORECAST","2024-11-22 00:00:00",NULL,NULL,"0","0.09799999999999968","0","NOT_FULFILLED_BY_INVENTORY","0.09799999999999968","0","0","13.340521263269945","GASIL HP210 (15 kg x 14 Bags)","Gasil HP210","JOLIET SPEC",20,"0.42"
"168","SINGLE_STAGE","optimized_for_changeovers","2","2024-10-21 00:00:00","2024-10-21 02:44:45.535027+00","3844","74","0","0","2024-10-21 12:14:33.178654","2024-10-21 15:42:11.218711",NULL,"0.09799999999999968","ON_TIME","FULL",NULL,"11046",NULL,"PRODUCTION","11",NULL,NULL,"OPEN","UNCONSUMED_FORECAST","2024-11-29 00:00:00",NULL,NULL,"0","0.09799999999999968","0","NOT_FULFILLED_BY_INVENTORY","0.09799999999999968","0","0","13.340521263269945","GASIL HP210 (15 kg x 14 Bags)","Gasil HP210","JOLIET SPEC",20,"0.42"
"168","SINGLE_STAGE","optimized_for_changeovers","2","2024-10-21 00:00:00","2024-10-21 02:44:45.535027+00","3845","74","0.0045000000000000005","0","2024-10-21 15:42:11.218711","2024-10-21 15:42:27.418711",NULL,NULL,NULL,NULL,NULL,NULL,"MATERIAL_CHANGEOVER","CHANGEOVER",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"JOLIET SPEC",20,NULL
"168","SINGLE_STAGE","optimized_for_changeovers","2","2024-10-21 00:00:00","2024-10-21 02:44:45.535027+00","3846","74","15.951337567954218","5.0576","2024-10-21 15:42:27.418711","2024-10-22 07:39:32.233956",NULL,"5","ON_TIME","FULL",NULL,"11150",NULL,"PRODUCTION","12","91408420","30","OPEN","CUSTOMER_ORDERS","2024-11-21 00:00:00",NULL,NULL,"0","5","29624","NOT_FULFILLED_BY_INVENTORY","5","0","0","14.77414305570049","GASIL HP210 (30 LB X 21 BAGS)","Gasil HP210","JOLIET SPEC",20,"10.859"
"168","SINGLE_STAGE","optimized_for_changeovers","2","2024-10-21 00:00:00","2024-10-21 02:44:45.535027+00","3846","74","0","0","2024-10-21 15:42:27.418711","2024-10-22 07:39:32.233956",NULL,"0.028800000000000027","ON_TIME","FULL",NULL,"11055",NULL,"PRODUCTION","12",NULL,NULL,"OPEN","UNCONSUMED_FORECAST","2024-11-22 00:00:00",NULL,NULL,"0","0.028800000000000027","0","NOT_FULFILLED_BY_INVENTORY","0.028800000000000027","0","0","14.77414305570049","GASIL HP210 (30 LB X 21 BAGS)","Gasil HP210","JOLIET SPEC",20,"10.859"
"168","SINGLE_STAGE","optimized_for_changeovers","2","2024-10-21 00:00:00","2024-10-21 02:44:45.535027+00","3846","74","0","0","2024-10-21 15:42:27.418711","2024-10-22 07:39:32.233956",NULL,"0.028800000000000027","ON_TIME","FULL",NULL,"11056",NULL,"PRODUCTION","12",NULL,NULL,"OPEN","UNCONSUMED_FORECAST","2024-11-29 00:00:00",NULL,NULL,"0","0.028800000000000027","0","NOT_FULFILLED_BY_INVENTORY","0.028800000000000027","0","0","14.77414305570049","GASIL HP210 (30 LB X 21 BAGS)","Gasil HP210","JOLIET SPEC",20,"10.859"
"168","SINGLE_STAGE","optimized_for_changeovers","2","2024-10-21 00:00:00","2024-10-21 02:44:45.535027+00","3847","74","0.025","0","2024-10-22 07:39:32.233956","2024-10-22 07:41:02.233956",NULL,NULL,NULL,NULL,NULL,NULL,"GRADE_CHANGEOVER","CHANGEOVER",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"JOLIET SPEC",20,NULL
"168","SINGLE_STAGE","optimized_for_changeovers","2","2024-10-21 00:00:00","2024-10-21 02:44:45.535027+00","3848","74","2.0000000002336957","0.66769482","2024-10-22 07:41:02.233956","2024-10-22 09:41:02.233957",NULL,"0","ON_TIME","FULL",NULL,"11155",NULL,"PRODUCTION","14","91409173","30","OPEN","CUSTOMER_ORDERS","2024-12-01 00:00:00",NULL,NULL,"1","0","9703","FULFILLED_BY_INVENTORY","1","9.43","8.43","0","GASIL HP220 (30 LB X 21 BAGS)","Gasil HP220","JOLIET SPEC",20,"9.43"
"168","SINGLE_STAGE","optimized_for_changeovers","2","2024-10-21 00:00:00","2024-10-21 02:44:45.535027+00","3849","74","0.03333333333333333","0","2024-10-22 09:41:02.233957","2024-10-22 09:43:02.233957",NULL,NULL,NULL,NULL,NULL,NULL,"GRADE_CHANGEOVER","CHANGEOVER",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"JOLIET SPEC",20,NULL
"168","SINGLE_STAGE","optimized_for_changeovers","2","2024-10-21 00:00:00","2024-10-21 02:44:45.535027+00","3850","74","14.450760909424273","3.972222222222222","2024-10-22 09:43:02.233957","2024-10-23 00:10:04.973231",NULL,"0","ON_TIME","FULL",NULL,"11163",NULL,"PRODUCTION","18","91408943","10","OPEN","CUSTOMER_ORDERS","2024-11-29 00:00:00",NULL,NULL,"7","0","11721","FULFILLED_BY_INVENTORY","7","34.34936869685724","27.34936869685724","19.950631303142753","GASIL HP260 (12.5 kg x 14 Bags)","Gasil HP260","JOLIET SPEC",20,"69.3"
"168","SINGLE_STAGE","optimized_for_changeovers","2","2024-10-21 00:00:00","2024-10-21 02:44:45.535027+00","3850","74","0","0","2024-10-22 09:43:02.233957","2024-10-23 00:10:04.973231",NULL,"0","ON_TIME","FULL",NULL,"11162",NULL,"PRODUCTION","18","91408465","20","OPEN","CUSTOMER_ORDERS","2024-11-22 00:00:00",NULL,NULL,"6","0","10334","FULFILLED_BY_INVENTORY","6","40.34936869685724","34.34936869685724","19.950631303142753","GASIL HP260 (12.5 kg x 14 Bags)","Gasil HP260","JOLIET SPEC",20,"69.3"
"168","SINGLE_STAGE","optimized_for_changeovers","2","2024-10-21 00:00:00","2024-10-21 02:44:45.535027+00","3851","74","0.004833333333333333","0","2024-10-23 00:10:04.973231","2024-10-23 00:10:22.373231",NULL,NULL,NULL,NULL,NULL,NULL,"MATERIAL_CHANGEOVER","CHANGEOVER",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"JOLIET SPEC",20,NULL
